Clinic Name,Address,Telephone,Type
Horizon Dental Surgery,"151 Chin Swee Road, #01 - 25, Manhattan House,
Singapore - 169876",Tel: 67335388,Type: Dental
Horizon Medical Centre,"200 Upper Thomson Road, #01 - 11, Thomson Imperial Court,
Singapore - 574424",Tel: 62502692,Type: Medical
Hosanna ! Dental Surgery,"123 Toa Payoh Lorong 1, #01 - 515,
Singapore - 310123",Tel: 62588456,Type: Dental
Hougang Family Medicine Clinic,"51 Hougang Ave 4, #02 - 01, Ci Yuan Community Club,
Singapore - 538776",Tel: 63153323,Type: Medical
"HUA MEI CLINIC, WHAMPOA","300 WHAMPOA DRIVE, #02 - 06, WHAMPOA COMMUNITY CLUB,
Singapore - 327737",Tel: 65939500,Type: Medical
"Hua Mei Mobile Clinic, HMSCA","298 Tiong Bahru Road, #15 - 01 to 06, Central Plaza,
Singapore - 168730",Tel: 65939530,Type: Medical
Huan Clinic,"51 Chin Swee Road, #03 - 111,
Singapore - 160051",Tel: 65357628,Type: Medical
Hui Clinic + Surgery,"157 Ang Mo Kio Avenue 4, #01 - 566,
Singapore - 560157",Tel: 64588596,Type: Medical
Hwang & Liang Family Clinic & Surgery,"476 Tampines Street 44, #01 - 173,
Singapore - 520476",Tel: 67888888,Type: Medical
I Care Dental,"301 Upper Thomson Road, #03 - 15, Thomson Plaza,
Singapore - 574408",Tel: 64521189,Type: Dental
I-Health Medical Clinic,"30 Bendemeer Road, #01 - 883, Bendemeer Ville,
Singapore - 330030",Tel:,Type:
I.Dental @ Northpoint,"930 Yishun Avenue 2, #B1 - 62, Northpoint,
Singapore - 769098",Tel: 63232813,Type: Dental
I.dental Invisalign Dedicated Clinic,"168 Robinson Road, #09 - 13, Capital Tower,
Singapore - 068912",Tel: 63232813,Type: Dental
I.Dental Surgeons,"168 Robinson Road, #01 - 04, Capital Tower,
Singapore - 068912",Tel: 63232813,Type: Dental
I.MEDICAL & I.AESTHETICS,"01 NORTHPOINT DRIVE, #B1 - 176, NORTHPOINT CITY,
Singapore - 768019",Tel: 62541622,Type: Medical
Icare Medical And Wellness Clinic,"22 Havelock Road, #01 - 701,
Singapore - 160022",Tel: 62746858,Type: Medical
Icon Dental Surgeons,"805 Bukit Timah Road, #01 - 05, Sixth Avenue Centre,
Singapore - 279883",Tel: 64635328,Type: Dental
Icon Medical Clinic,"517 Jurong West Street 52, #01 - 101,
Singapore - 640517",Tel: 65600521,Type: Medical
IDOC CLINIC,"21 HOUGANG STREET 51, #01 - 43, HOUGANG GREEN SHOPPING MALL,
Singapore - 538719",Tel: 98256091,Type: Medical
IDOC CLINIC (HONG KAH) PTE LTD,"502 JURONG WEST AVENUE 1, #01 - 813,
Singapore - 640502",Tel: 65982560,Type: Medical
Imc Dental,"1 1 Raffles Link, #B1 - 03-05,
Singapore - 039393",Tel: 65133276,Type: Dental
IMC MEDICAL,"01 RAFFLES LINK, #B1 - 43588, ONE RAFFLES LINK,
Singapore - 39393",Tel: 65133276,Type: Medical
Implantdontics Cosmetic And Implant Dentistry,"1 Orchard Boulevard, #10 - 02, Camden Medical Centre,
Singapore - 248649",Tel: 67377022,Type: Dental
INTEGRATED WELLNESS CLINIC,"08 SINARAN DRIVE, #05 - 04, NOVENA SPECIALIST CENTER,
Singapore - 307470",Tel: 67450875,Type: Medical
INTEMEDICAL 24 HOUR CLINIC,"525 ANG MO KIO AVENUE 10, #01 - 2407, CHENG SAN CENTRE,
Singapore - 560525",Tel: 69192998,Type: Medical
International Dental Centre,"6 Gemmill Lane,
Singapore - 69249",Tel: 63720082,Type: Dental
International Plaza Dental Surgeons (Alpha Dental Group),"10 Anson Road, #02 - 40, International Plaza,
Singapore - 79903",Tel: 62206230,Type: Dental
International Plaza Dental Surgeons(Alpha Dental Group),"10 Anson Road, #02 - 40, International Plaza,
Singapore - 079903",Tel: 62206230,Type: Dental
iPCARE Clinic,"05 LORONG NAPIRI, BRIGHT VISION HOSPITAL (LEVEL 2),
Singapore - 547530",Tel: 62485749,Type: Medical
ISLAND FAMILY CLINIC & ENDOSCOPY CENTRE,"338 ANCHORVALE CRESCENT, #01 - 08,
Singapore - 540338",Tel: 62810174,Type: Medical
ISLAND FAMILY CLINIC (ANCHORVALE),"338 ANCHORVALE CRESCENT, #01 - 02,
Singapore - 540338",Tel: 62810174,Type: Medical
Island Family Clinic (Bedok),"763 Bedok Reservoir View, #01 - 283,
Singapore - 470763",Tel: 62435871,Type: Medical
ISLAND FAMILY CLINIC (BUKIT BATOK),"447 BUKIT BATOK WEST AVENUE 9, #01 - 05,
Singapore - 650447",Tel: 62501530,Type: Medical
ISLAND FAMILY CLINIC (FERNVALE),"473A FERNVALE STREET, #01 - 03,
Singapore - 791473",Tel: 64813740,Type: Medical
ISLAND FAMILY CLINIC (KEAT HONG),"803 KEAT HONG CLOSE, #01 - 04,
Singapore - 680803",Tel: 68910847,Type: Medical
Island Family Clinic (Sengkang),"279 SENGKANG EAST AVENUE, #01 - 05,
Singapore - 540279",Tel: 63842759,Type: Medical
Island Group Dental Surgery,"30 Bendemeer Road, #01 - 883,
Singapore - 330030",Tel: 62966848,Type: Medical
Ismile Dental Clinic,"78A Telok Blangah Street 32, #01 - 12,
Singapore - 101078",Tel: 62720656,Type: Dental
Ismile Dental Surgery,"1 Sengkang Square, #04 - 15, Compass One,
Singapore - 545078",Tel: 63885061,Type: Dental
J.D.G. Dental Surgery (Jurong Dental Group),"111 Woodlands Street 13, #01 - 84,
Singapore - 730111",Tel: 63624729,Type: Dental
J.K. Leong (Dental Centre) Pte Ltd,"35 Selegie Road, #01 - 32/33/34, Parklane Shopping Mall,
Singapore - 188307",Tel: 63381188,Type: Dental
Jade Medical Clinic Pte Ltd,"08 EU TONG SEN STREET, #13 - 99, THE CENTRAL OFFICE TOWER 1,
Singapore - 059818",Tel: 62259813,Type: Medical
Jane & Lee Sembawang Family Clinic,"483 Admiralty Link, #01 - 23,
Singapore - 750483",Tel: 68537677,Type: Medical
Japan Clinic And Surgery,"802 French Road, #01 - 55,
Singapore - 200802",Tel: 62984517,Type: Medical
Jcl Dental Surgery,"5 Upper Aljunied Lane, #01 - 42,
Singapore - 360005",Tel: 63431091,Type: Dental
Jesselton Dental Centre,"9 Scotts Road, #6 - 5, Pacific Plaza,
Singapore - 228210",Tel: 67342234,Type: Dental
Jireh Family Clinic,"883 Woodlands Street 82, #01 - 466,
Singapore - 730883",Tel: 63660373,Type: Medical
JIREH HEART CENTRE,"38 IRRAWADDY ROAD, #06 - 63, Mount Elizabeth Novena Specialist Centre,
Singapore - 329563",Tel: 62505767,Type: Medical
JJ Clinic & Surgery,"107 Ang Mo Kio Avenue 4, #01 - 150,
Singapore - 560107",Tel: 64595594,Type: Medical
Jo-Lin Family Clinic & Surgery,"533 Choa Chu Kang Street 51, #01 - 29, Limbang Shopping Centre,
Singapore - 680533",Tel: 67606014,Type: Medical
Joash Family Clinic & Surgery,"1030 Upper Serangoon Road,
Singapore - 534767",Tel: 62827371,Type: Medical
Johan Dental Surgery Pte Ltd,"79D Toa Payoh Central, #01 - 57,
Singapore - 314079",Tel: 68849332,Type: Dental
Joy Clinic & Surgery,"844 Yishun Street 81, #01 - 164,
Singapore - 760844",Tel: 67530702,Type: Medical
Joy Dental Centre,"164 Bukit Merah Central,
Singapore - 150164",Tel: 69093088,Type: Dental
Joy Family Clinic,"703 Bedok Reservoir Road, #01 - 3506,
Singapore - 470703",Tel: 64422483,Type: Medical
Joyhealth Medical Clinic And Surgery,"825 Tampines Street 81, #01 - 50,
Singapore - 520825",Tel: 67811868,Type: Medical
Joyspring Family Clinic,"133 Ang Mo Kio Avenue 3, #01 - 1643,
Singapore - 560133",Tel: 64551560,Type: Medical
Jubilee Family Physicians,"258 Pasir Ris Street 21, #02 - 16,
Singapore - 510258",Tel: 6582 1883,Type: Medical
Junction 8 Dental Surgery,"506 Bishan Street 11, #01 - 406,
Singapore - 570506",Tel: 63537707,Type: Dental
Junction 8 Family Clinic Pte Ltd,"503 Bishan Street 11, #01 - 464,
Singapore - 570503",Tel: 62557545,Type: Medical
Jurong Dental Group,"351 Jurong East Street 31, #01 - 85,
Singapore - 600351",Tel: 65602258,Type: Dental
Jurong Dental Surgery,"501 Jurong West Street 51, #01 - 283,
Singapore - 640501",Tel: 67793215,Type: Dental
Jurong East Clinic,"114 Jurong East Street 13, #01 - 406,
Singapore - 600114",Tel: 65608004,Type: Medical
Jurong Point Dental Surgery,"1 Jurong West Central 2, #B1A - 20D, Jurong Point Shopping Centre,
Singapore - 648886",Tel: 67921811,Type: Dental
JW Corporation Clinic Pte Ltd,"507 Jurong West Street 52, #01 - 156,
Singapore - 640507",Tel: 65646745,Type: Medical
K & K Dental Surgery,"140 Upper Bukit Timah Road, #02 - 09, Beauty World Plaza,
Singapore - 588176",Tel: 64635586,Type: Dental
K F Ho Dental Surgery,"35 Telok Blangah Rise, #01 - 295,
Singapore - 090035",Tel: 62713568,Type: Dental
K L Tay Clinic & Surgery,"632 Bedok Reservoir Road, #01 - 822,
Singapore - 470632",Tel: 64481630,Type: Medical
K N Chin & Associates Pte Ltd,"24 Raffles Place, #02 - 18, Clifford Centre,
Singapore - 48621",Tel: 65389533,Type: Medical
K N Chin & Associates Pte Ltd (Suntec City),"03 Temasek Boulevard, #02 - 400, Suntec City Mall,
Singapore - 38983",Tel: 63372522,Type: Medical
K. B. Tan Clinic & Laser Surgery,"625 Elias Road, #01 - 310, Elias Mall,
Singapore - 510625",Tel: 65839091,Type: Medical
K2 Medical Clinic @ Simei,"248 Simei Street 5, #01 - 128,
Singapore - 520248",Tel: 65881322,Type: Medical
Kai Clinic,"223 East Coast Rd,
Singapore - 428920",Tel: 63441377,Type: Medical
Kai Medical Clinic,"05 Tampines Street 32, #02 - 05, Tampines Mart,
Singapore - 529284",Tel: 67891112,Type: Medical
KALLANG BAHRU FAMILY CLINIC PTE. LTD.,"66 Kallang Bahru, #01 - 485,
Singapore - 330066",Tel: 62950010,Type: Medical
Kang An Clinic Pte Ltd,"644 Bukit Batok Central, #01 - 70,
Singapore - 650644",Tel: 65664856,Type: Medical
Kang Clinic,"532 Ang Mo Kio Ave 10, #01 - 2465, Cheng San Centre,
Singapore - 560532",Tel: 64811044,Type: Medical
Kang Ren Dental Surgery,"743 Yishun Avenue 5, #01 - 534,
Singapore - 760743",Tel: 67548989,Type: Dental
Kao & Tan Family Medical Centre & Surgery Pte Ltd,"18 Jalan Membina, #02 - 03,
Singapore - 164018",Tel: 62727880,Type: Medical
Karri Family Clinic,"866A Tampines Street 83, #03 - 05, Tampines Central Community Complex,
Singapore - 521866",Tel: 67850311,Type: Medical
Katong Dental Surgery,"711 Geylang Road, #01 - 04, Oriental Venture Building,
Singapore - 389626",Tel: 67433300,Type: Dental
Katong Family Clinic Pte Ltd,"263 TANJONG KATONG ROAD, #01 - 03, SUITES@ KATONG,
Singapore - 437050",Tel: 6203 4192,Type: Medical
Kc Ong Chest & Medical Clinic,"03 Mount Elizabeth, #12 - 03, Mount Elizabeth Medical Centre,
Singapore - 228510",Tel: 62351466,Type: Medical
KCS Medical Centre Pte Ltd (Bedok North),"515 Bedok North Avenue 2, #01 - 205,
Singapore - 460515",Tel: 64438322,Type: Medical
KEAT HONG FAMILY MEDICINE CLINIC,"02 CHOA CHU KANG LOOP, #03 - 02, KEAT HONG COMMUNITY CLUB,
Singapore - 689687",Tel: 65606600,Type: Medical
Kelinik Maju,"414 Eunos Road 5, #01 - 60,
Singapore - 400414",Tel: 67422933,Type: Medical
Kenneth Loo Family Clinic,"152 Bishan Street 11, #01 - 215,
Singapore - 570152",Tel: 62503660,Type: Medical
KENNETH TAN MEDICAL CLINIC,"658 PUNGGOL EAST, #01 - 07,
Singapore - 820658",Tel: 63124589,Type: Medical
Kensington Family Clinic,"14D Kensington Park Road, Serangoon Garden Estate,
Singapore - 557265",Tel: 62884882,Type: Medical
Keppel Medical Group,"09 Telok Blangah Crescent, #01 - 139,
Singapore - 90009",Tel: 62700846,Type: Medical
Kho Clinic,"537 Bedok North Street 3, #01 - 519,
Singapore - 460537",Tel: 62428266,Type: Medical
Khoo Clinic & Surgery,"998 Upper Serangoon Road,
Singapore - 534737",Tel: 62880457,Type: Medical
Khoo Dental Surgery,"316B Ang Mo Kio Street 31, #01 - 10,
Singapore - 563316",Tel: 64593833,Type: Dental
Ki Medical Clinic,"416 Ang Mo Kio Avenue 10, #01 - 975,
Singapore - 560416",Tel: 64554475,Type: Medical
Killiney Dental Centre Pte Ltd,"91 Killiney Road,
Singapore - 239535",Tel: 62351638,Type: Dental
KILLINEY MEDICAL CLINIC,"61 KILLINEY ROAD,
Singapore - 239522",Tel: 67362998,Type: Medical
Kim Tian Clinic,"71 Seng Poh Road, #01 - 41,
Singapore - 160071",Tel: 62271612,Type: Medical
Kin Mun Clinic,"66 Toa Payoh Lorong 4, #01 - 311/313,
Singapore - 310066",Tel: 62566353,Type: Medical
KING GEORGE'S MEDICAL CLINIC PTE LTD,"803 KING GEORGE'S AVE, #01 - 144,
Singapore - 200803",Tel: 62939883,Type: Medical
Kl Ng Medical Clinic Pte Ltd,"01 Jalan Bukit Merah, #01 - 4530,
Singapore - 150001",Tel: 62712554,Type: Medical
Ko Djeng Dental Centre (Holland Road),"293 Holland Road, #02 - 09, Cold Storage Jelita Shopping Centre,
Singapore - 278628",Tel: 64657177,Type: Dental
Ko Djeng Dental Centre (Lucky Plaza),"304 Orchard Road, #05 - 15, Lucky Plaza,
Singapore - 238863",Tel: 67343163,Type: Dental
Ko Djeng Dental Centre (Tanjong Pagar),"12 Gopeng Street, #01 - 73, Icon Village,
Singapore - 078877",Tel: 62223163,Type: Dental
Ko Family Clinic,"18 Upper Boon Keng Road, #01 - 1133,
Singapore - 380018",Tel: 68421403,Type: Medical
Koh Clinic & Surgery,"166 Bukit Batok West Avenue 8, #01 - 250,
Singapore - 650166",Tel: 65619938,Type: Medical
Koh Clinic & Surgery Pte Ltd,"801 Tampines Avenue 4, #01 - 269,
Singapore - 520801",Tel: 67822882,Type: Medical
Koh Dental Surgery Pte Ltd - Jurong East,"252 Jurong East Street 24, #01 - 149,
Singapore - 600252",Tel: 65600033,Type: Dental
Koh Dental Surgery Pte Ltd @ One-North,"7 One North Gateway, #01 - 17, One North Residences,
Singapore - 138642",Tel: 67770181,Type: Dental
Koh's T & T Clinic And Surgery Pte Ltd,"237 Serangoon Avenue 3, #01 - 126,
Singapore - 550237",Tel: 63823103,Type: Medical
Kong Clinic & Surgery Pte Ltd,"293 Yishun Street 22, #01 - 223,
Singapore - 760293",Tel: 67580136,Type: Medical
Kong Dental (Sunshine) Pte.Ltd.,"475 Choa Chu Kang Ave 3, #02 - 06, Sunshine Plaza,
Singapore - 680475",Tel: 64398527,Type: Dental
Kong Dental Surgery (Singapore) Pte Ltd,"534 Choa Chu Kang Street 51, #01 - 45, Limbang Shopping Centre,
Singapore - 680534",Tel: 67679502,Type: Dental
Kong Dental Surgery (Teck Whye Lane),"141 Teck Whye Lane, #1 - 251,
Singapore - 680141",Tel: 62195898,Type: Dental
KONG KIAN CLINIC,"187 UPPER PAYA LEBAR ROAD,
Singapore - 534869",Tel: 62887101,Type: Medical
Kuan Dental Surgery,"234 Toa Payoh Lorong 8, #01 - 278,
Singapore - 310234",Tel: 62527091,Type: Dental
L & H Polyclinic And Surgery,"59 Lengkok Bahru, #01 - 543,
Singapore - 150059",Tel: 64744544,Type: Medical
L & L Family Medicine Clinic,"06 Sin Ming Road, #01 - 07, Sin Ming Plaza Tower 2,
Singapore - 575585",Tel: 64588001,Type: Medical
L'Ving Vine Dental Clinic,"154 West Coast Road, #01 - 84/85, West Coast Plaza,
Singapore - 127371",Tel: 67758385,Type: Dental
L'Ving Vine Medical & Wellness Clinic,"154 West Coast Road, #01 - 84/85, West Coast Plaza,
Singapore - 127371",Tel: 67777442,Type: Medical
Lai Medical Clinic Pte Ltd,"213 Bukit Batok Street 21, #01 - 209,
Singapore - 650213",Tel: 65632935,Type: Medical
Lakeside Dentist,"342 Jurong East Street 31, #01 - 05,
Singapore - 600342",Tel: 65658161,Type: Dental
Lakeside Family Medicine Clinic,"518A Jurong West St 52, #01 - 02,
Singapore - 641518",Tel: 62626434,Type: Medical
Lam Dental Surgery,"1 Grange Road, #10 - 1, Orchard Building,
Singapore - 239693",Tel: 62350646,Type: Dental
Lan Medical Clinic & Surgery,"308 Clementi Avenue 4, #01 - 345,
Singapore - 120308",Tel: 67735112,Type: Medical
Lavender Dental Surgery,"808 French Road, #05 - 183, Kitchener Complex,
Singapore - 200808",Tel: 62926856,Type: Dental
Lavender Medical Clinic & Surgery Pte Ltd,"803 King George's Avenue, #01 - 186,
Singapore - 200803",Tel: 62916631,Type: Medical
Lc Clinic Medical Surgery Aesthetics,"446 Clementi Ave 3, #01 - 191,
Singapore - 120446",Tel: 64640932,Type: Medical
Le Mint's Dental Practice,"160 East Coast Road,
Singapore - 428867",Tel: 64407321,Type: Dental
Le Mint's Dental Surgery,"1 Coleman Street, #01 - 04, The Adelphi,
Singapore - 179803",Tel: 63386123,Type: Dental
Le Mint's Oral Maxillofacial Surgery (East Coast Road),"160 East Coast Road, #01 - 00,
Singapore - 428867",Tel: 64407321,Type: Dental
Le Mint's Parade Dental Practice,"85 Marine Parade Central, #01 - 664,
Singapore - 440085",Tel: 63454831,Type: Dental
Lee & Koh Family Clinic,"359 Bukit Batok Street 31, #01 - 389,
Singapore - 650359",Tel: 66653323,Type: Medical
Lee & Lee (Dental Surgeons) Pte Ltd,"506 Tampines Central 1, #01 - 361,
Singapore - 520506",Tel: 67882262,Type: Dental
Lee & Lee (Dental Surgeons) Pte Ltd,"153 Bukit Batok Street 11, #01 - 290,
Singapore - 650153",Tel: 65632262,Type: Dental
Lee & Lee (Dental Surgeons) Pte. Ltd.,"10 Collyer Quay, #03 - 05, Ocean Financial Centre,
Singapore - 049315",Tel: 65356113,Type: Dental
Lee & Ong Dental Surgeons (Teck Whye),"18 Teck Whye Lane, #01 - 97,
Singapore - 680018",Tel: 67691302,Type: Dental
Lee & Tan Family Clinic And Surgery,"72 Circuit Road, #01 - 03,
Singapore - 370072",Tel: 67456877,Type: Medical
Lee Clinic,"123 Bedok North Street 2, #01 - 156,
Singapore - 460123",Tel: 62418827,Type: Medical
Lee Clinic And Surgery,"505 Ang Mo Kio Avenue 8, #01 - 2684,
Singapore - 560505",Tel: 64539428,Type: Medical
LEE CLINIC PTE LTD,"325 CLEMENTI AVE 5, #01 - 139,
Singapore - 120325",Tel: 67784608,Type: Medical
Lee Dental Pte Ltd,"123 Bedok North Street 2, #01 - 156,
Singapore - 460123",Tel: 64491871,Type: Dental
Lee Dental Surgery,"164 Tampines Street 12, #01 - 293,
Singapore - 521164",Tel: 67866003,Type: Dental
Lee Dental Surgery,"644 Hougang Avenue 8, #01 - 275,
Singapore - 530644",Tel: 63863522,Type: Dental
Lee Dentalcare Pte Ltd,"636 Bukit Batok Central, #01 - 06,
Singapore - 650636",Tel: 68996609,Type: Dental
Lee Family Clinic Pte. Ltd.,"762 Jurong West Street 75, #02 - 262, Gek Poh Shopping Centre,
Singapore - 640762",Tel: 67940217,Type: Medical
Leong Clinic,"63B Lengkok Bahru, #01 - 366,
Singapore - 152063",Tel: 64760572,Type: Medical
Ler Clinic & Surgery,"835 Tampines Street 83, #01 - 10,
Singapore - 520835",Tel: 67886279,Type: Medical
Li Dental Surgery / Li Dental Centre,"35 Selegie Road, #01 - 35/36, Parklane Shopping Mall,
Singapore - 188307",Tel: 63399331,Type: Dental
Lian Clinic,"18 Marsiling Lane, #01 - 269,
Singapore - 730018",Tel: 62697435,Type: Medical
Liang Clinic,"55 SIGLAP ROAD, #B1 - 15/16, SIGLAP CENTRE,
Singapore - 455871",Tel: 62415944,Type: Medical
Liew & Koh Dental Surgery,"248 Simei Street 3, #01 - 104,
Singapore - 520248",Tel: 67857052,Type: Dental
Liew And Koh Dental Surgery (Hougang Green),"21 Hougang Street 51, #01 - 34, Hougang Green Shopping Mall,
Singapore - 538719",Tel: 63860308,Type: Dental
Liew Clinic & Surgery,"116 Bukit Merah View, #01 - 223,
Singapore - 151116",Tel: 62707471,Type: Medical
Life Dental Surgery,"713 Ang Mo Kio Avenue 6, #01 - 4052,
Singapore - 560713",Tel: 64552522,Type: Medical
LIFE FAMILY CLINIC,"10 CHOA CHU KANG AVENUE 4, #01 - 28/29, CHOA CHU KANG MRT STATION,
Singapore - 689810",Tel: 64563535,Type: Medical
Life Family Clinic (AMK),"713 Ang Mo Kio Avenue 6, #01 - 4052,
Singapore - 560713",Tel: 64563535,Type: Medical
Life-Link Clinic & Surgery,"446 Pasir Ris Drive 6, #01 - 120,
Singapore - 510446",Tel: 65834402,Type: Medical
Lifecare Family Clinic,"524A Jelapang Road, #02 - 15, Greenridge Shopping Centre,
Singapore - 671524",Tel: 67698588,Type: Medical
Lifecare Family Clinic & Surgery,"106 Hougang Avenue 1, #01 - 1221,
Singapore - 530106",Tel: 62822482,Type: Medical
Lifecare Family Clinic & Surgery (Yishun),"102 Yishun Avenue 5, #01 - 133,
Singapore - 760102",Tel: 67580453,Type: Medical
Lifecare Medical Centre,"36 Circuit Road, #01 - 416,
Singapore - 370036",Tel: 67461533,Type: Medical
LIFELINE BISHAN MEDICAL CLINIC,"501 BISHAN ST 11, #01 - 376,
Singapore - 570501",Tel: 63582510,Type: Medical
Lifeline Bukit Panjang Medical Clinic,"103 Gangsa Road, #01 - 37,
Singapore - 670103",Tel: 67605788,Type: Medical
Lifeline Medical Centre,"710 Clementi West Street 2, #01 - 261,
Singapore - 120710",Tel: 67772891,Type: Medical
Lifeline Medical Group Pte Ltd (Rivervale),"118 Rivervale Drive, #02 - 18, Rivervale Plaza,
Singapore - 540118",Tel: 67605788,Type: Medical
Lifeline Punggol Medical Clinic,"198 Punggol Field, #02 - 03,
Singapore - 820198",Tel: 63155428,Type: Medical
Lifeline Yishun Ring Medical Clinic,"846 Yishun Ring Road, #01 - 3615,
Singapore - 760846",Tel: 67522017,Type: Medical
Lifelink SN Clinic & Surgery,"153 Serangoon North Avenue 1, #01 - 534,
Singapore - 550153",Tel: 62813977,Type: Medical
Lifescan Medical @ Paragon,"290 ORCHARD ROAD, #07 - 18 to 20, PARAGON,
Singapore - 238859",Tel: 62353253,Type: Medical
LIGHTHOUSE CLINIC AND SURGERY PTE. LTD.,"642 BUKIT BATOK CENTRAL, #01 - 52,
Singapore - 650642",Tel: 64251935,Type: Medical
Lily Aw Pasir Ris Family Clinic & Surgery,"446 Pasir Ris Drive 6, #01 - 116,
Singapore - 510446",Tel: 65822122,Type: Medical
Lim Clinic & Surgery,"109 Toa Payoh Lorong 1, #01 - 312,
Singapore - 310109",Tel: 62527473,Type: Medical
